titulacion;universidad;facultad;provincia;comunidad_autonoma;nota_actual;nota_anterior;nota_maxima;universidad_nota_maxima;nota_minima;universidad_nota_minima
Arquitectura Técnica;Universidad de Salamanca;Escuela Politécnica Superior de Zamora;Zamora;Castilla y León;5,0;5,0;8,438;Universidad Politécnica de Valencia;;Varios
Audiología General;Universidad de Salamanca;Facultad de Medicina;Salamanca;Castilla y León;5,378;;5,378;Universidad de Salamanca;;Universidad de Vic - Universidad Central de Cataluña
Bellas Artes;Universidad de Salamanca;Facultad de Bellas Artes;Salamanca;Castilla y León;8,75;5,0;10,618;Universidad Politécnica de Valencia;;Varios
Biología;Universidad de León;Facultad de Ciencias Biológicas y Ambientales;León;Castilla y León;9,467;8,36;11,494;Universitat de València (Estudi General);;Universidad de Vic - Universidad Central de Cataluña
Biología;Universidad de Salamanca;Facultad de Biología;Salamanca;Castilla y León;9,228;5,0;11,494;Universitat de València (Estudi General);;Universidad de Vic - Universidad Central de Cataluña
Biomedicina y Terapias Avanzadas;Universidad de Valladolid;Facultad de Medicina;Valladolid;Castilla y León;12,874;13,17;12,874;Universidad de Valladolid;12,874;Universidad de Valladolid
Biotecnología;Universidad de Salamanca;Facultad de Biología;Salamanca;Castilla y León;12,608;12,59;12,925;Universidad Politécnica de Madrid;;Universidad de Vic - Universidad Central de Cataluña
Biotecnología;Universidad de León;Facultad de Ciencias Biológicas y Ambientales;León;Castilla y León;11,813;11,59;12,925;Universidad Politécnica de Madrid;;Universidad de Vic - Universidad Central de Cataluña
Biotecnología / Farmacia;Universidad de Salamanca;Facultad de Biología;Salamanca;Castilla y León;13,395;13,53;13,395;Universidad de Salamanca;13,395;Universidad de Salamanca
Ciencia y Tecnología de los Alimentos;Universidad de León;Facultad de Veterinaria;León;Castilla y León;5,83;5,0;10,222;Universidad de Zaragoza;;Varios
Ciencia y Tecnología de los Alimentos;Universidad de Burgos;Facultad de Ciencias;Burgos;Castilla y León;5,0;5,0;10,222;Universidad de Zaragoza;;Varios
Ciencias Ambientales;Universidad de Salamanca;Facultad de Ciencias Agrarias y Ambientales;Salamanca;Castilla y León;5,0;5,0;9,319;Universitat de València (Estudi General);;Varios
Ciencias Ambientales;Universidad de León;Facultad de Ciencias Biológicas y Ambientales;León;Castilla y León;5,0;5,0;9,319;Universitat de València (Estudi General);;Varios
Ciencias Ambientales / Ingeniería Forestal y del Medio Natural;Universidad de León;Facultad de Ciencias Biológicas y Ambientales;León;Castilla y León;5,0;5,0;5,0;Varios;;Varios
Ciencias Gastronómicas;Universidad de Burgos;Facultad de Ciencias;Burgos;Castilla y León;5,0;;8,182;Universitat de València (Estudi General);;Varios
Ciencias Gastronómicas;Universidad de León;Facultad de Veterinaria;León;Castilla y León;5,0;;8,182;Universitat de València (Estudi General);;Varios
Ciencias Gastronómicas;Universidad de Valladolid;Escuela Técnica Superior de Ingenierías Agrarias;Palencia;Castilla y León;5,0;;8,182;Universitat de València (Estudi General);;Varios
Ciencias Políticas y Gestión Pública;Universidad de Burgos;Facultad de Derecho;Burgos;Castilla y León;5,0;5,0;7,833;Universidad Autónoma de Barcelona;;Varios
Ciencias Políticas y de la Administración;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;8,88;5,0;12,178;Universidad Autónoma de Madrid;;Varios
Ciencias de la Actividad Física y del Deporte;Universidad de Valladolid;Facultad de Educación de Soria;Soria;Castilla y León;10,141;9,81;11,881;Universidad de Granada;;Varios
Ciencias de la Actividad Física y del Deporte;Universidad de León;Facultad de Ciencias de la Actividad Física y del Deporte;León;Castilla y León;9,951;9,34;11,881;Universidad de Granada;;Varios
Comercio;Universidad de Valladolid;Facultad de Comercio;Valladolid;Castilla y León;5,0;5,0;8,261;Universidad Complutense de Madrid;;Universidad de Valladolid
Comercio / Relaciones Laborales y Recursos Humanos;Universidad de Valladolid;Facultad de Comercio;Valladolid;Castilla y León;6,766;5,43;6,766;Universidad de Valladolid;6,766;Universidad de Valladolid
Comercio Internacional;Universidad de León;Facultad de Ciencias Económicas y Empresariales;León;Castilla y León;8,07;5,0;8,07;Universidad de León;8,07;Universidad de León
Comunicación Audiovisual;Universidad de Burgos;Facultad de Humanidades y Comunicación;Burgos;Castilla y León;5,0;5,0;11,412;Universidad Pompeu Fabra;;Varios
Comunicación Digital;Universidad de Valladolid;Facultad de Ciencias Sociales, Jurídicas y de la Comunicación;Segovia;Castilla y León;5,0;;9,39;Universidad Rey Juan Carlos;;Varios
Comunicación y Creación Audiovisual;Universidad de Salamanca;Facultad de Ciencias Sociales;Salamanca;Castilla y León;9,103;10,17;9,103;Universidad de Salamanca;9,103;Universidad de Salamanca
Criminología;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;9,58;8,23;11,599;Universidad Complutense de Madrid;;Varios
Criminología;Universidad de Valladolid;Facultad de Derecho;Valladolid;Castilla y León;9,017;8,95;11,599;Universidad Complutense de Madrid;;Varios
Criminología / Derecho;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;12,61;11,79;12,852;Universidad Rey Juan Carlos;;Universidad Rey Juan Carlos
Derecho;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;9,134;7,48;11,975;Universidad Carlos III de Madrid;;Varios
Derecho;Universidad de Valladolid;Facultad de Derecho;Valladolid;Castilla y León;7,48;5,89;11,975;Universidad Carlos III de Madrid;;Varios
Derecho;Universidad de Valladolid;Facultad de Ciencias Sociales, Jurídicas y de la Comunicación;Segovia;Castilla y León;5,0;5,0;11,975;Universidad Carlos III de Madrid;;Varios
Derecho;Universidad de Burgos;Facultad de Derecho;Burgos;Castilla y León;5,0;5,0;11,975;Universidad Carlos III de Madrid;;Varios
Derecho;Universidad de León;Facultad de Derecho;León;Castilla y León;5,0;5,0;11,975;Universidad Carlos III de Madrid;;Varios
Derecho / Ciencias Políticas y Gestión Pública;Universidad de Burgos;Facultad de Derecho;Burgos;Castilla y León;5,0;5,0;5,0;Universidad de Burgos;;Universidad de Burgos
Derecho / Ciencias Políticas y de la Administración;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;11,293;10,5;11,914;Universitat de València (Estudi General);8,582;Universidad Autónoma de Madrid
Desarrollo de Aplicaciones 3D Interactivas y Videojuegos;Universidad de Salamanca;Escuela Politécnica Superior de Zamora;Zamora;Castilla y León;8,36;7,4;8,36;Universidad de Salamanca;8,36;Universidad de Salamanca
Diseño de Videojuegos;Universidad de Burgos;Facultad de Humanidades y Comunicación;Burgos;Castilla y León;5,8;5,0;5,8;Universidad de Burgos;5,8;Universidad de Burgos
Economía;Universidad de Salamanca;Facultad de Economía y Empresa;Salamanca;Castilla y León;8,969;9,07;12,161;Universidad Complutense de Madrid;;Varios
Economía;Universidad de Valladolid;Facultad de Ciencias Económicas y Empresariales;Valladolid;Castilla y León;5,0;5,0;12,161;Universidad Complutense de Madrid;;Varios
Economía;Universidad de León;Facultad de Ciencias Económicas y Empresariales;León;Castilla y León;5,0;5,0;12,161;Universidad Complutense de Madrid;;Varios
Educación Infantil;Universidad de Salamanca;Facultad de Educación;Salamanca;Castilla y León;9,091;9,33;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Valladolid;Facultad de Educación de Segovia;Segovia;Castilla y León;8,116;6,5;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de León;Facultad de Educación;León;Castilla y León;7,958;7,54;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Burgos;Facultad de Educación;Burgos;Castilla y León;7,781;5,0;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Valladolid;Facultad de Educación y Trabajo Social;Valladolid;Castilla y León;6,298;6,23;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Salamanca;Facultad de Ciencias de la Educación;Zamora;Castilla y León;6,224;5,0;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Salamanca;Facultad de Educación y Turismo;Avila;Castilla y León;5,425;5,0;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Valladolid;Facultad de Educación de Soria;Soria;Castilla y León;5,0;5,0;10,936;Universidad de Sevilla;;Varios
Educación Infantil;Universidad de Valladolid;Facultad de Educación de Palencia;Palencia;Castilla y León;5,0;5,0;10,936;Universidad de Sevilla;;Varios
Educación Infantil / Educación Primaria;Universidad de Salamanca;Facultad de Educación;Salamanca;Castilla y León;12,654;12,86;13,066;Universidad de Sevilla;;Varios
Educación Infantil / Educación Primaria;Universidad de Salamanca;Facultad de Ciencias de la Educación;Zamora;Castilla y León;9,753;8,44;13,066;Universidad de Sevilla;;Varios
Educación Infantil / Educación Primaria;Universidad de Salamanca;Facultad de Educación y Turismo;Avila;Castilla y León;8,71;9,27;13,066;Universidad de Sevilla;;Varios
Educación Primaria;Universidad de Salamanca;Facultad de Educación;Salamanca;Castilla y León;9,684;9,56;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Salamanca;Facultad de Ciencias de la Educación;Zamora;Castilla y León;9,586;5,0;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de León;Facultad de Educación;León;Castilla y León;8,844;8,29;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Salamanca;Facultad de Educación y Turismo;Avila;Castilla y León;8,118;5,0;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Valladolid;Facultad de Educación y Trabajo Social;Valladolid;Castilla y León;7,95;8,2;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Valladolid;Facultad de Educación de Segovia;Segovia;Castilla y León;5,808;6,79;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Burgos;Facultad de Educación;Burgos;Castilla y León;5,089;5,0;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Valladolid;Facultad de Educación de Palencia;Palencia;Castilla y León;5,0;5,0;10,952;Universidad de Murcia;;Varios
Educación Primaria;Universidad de Valladolid;Facultad de Educación de Soria;Soria;Castilla y León;5,0;5,0;10,952;Universidad de Murcia;;Varios
Educación Primaria / Educación Infantil;Universidad de Valladolid;Facultad de Educación de Palencia;Palencia;Castilla y León;10,011;5,0;11,456;Universidad de Almería;7,3;Universidad de Castilla-La Mancha
Educación Primaria / Educación Infantil;Universidad de Valladolid;Facultad de Educación de Segovia;Segovia;Castilla y León;7,5;9,22;11,456;Universidad de Almería;7,3;Universidad de Castilla-La Mancha
Educación Social;Universidad de Valladolid;Facultad de Educación y Trabajo Social;Valladolid;Castilla y León;8,128;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Salamanca;Facultad de Educación;Salamanca;Castilla y León;6,499;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de León;Facultad de Educación;León;Castilla y León;5,778;6,93;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Valladolid;Facultad de Educación de Palencia;Palencia;Castilla y León;5,0;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social;Universidad de Burgos;Facultad de Educación;Burgos;Castilla y León;5,0;5,0;10,164;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Educación Social / Información y Documentación;Universidad de Salamanca;Facultad de Traducción y Documentación;Salamanca;Castilla y León;5,594;5,0;5,594;Universidad de Salamanca;5,594;Universidad de Salamanca
Enfermería;Universidad de Salamanca;Facultad de Enfermería y Fisioterapia;Salamanca;Castilla y León;12,266;11,73;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de León;Facultad de Ciencias de la Salud;León;Castilla y León;11,564;11,8;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Valladolid;Facultad de Enfermería;Valladolid;Castilla y León;11,56;11,61;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Salamanca;Escuela Universitaria de Enfermería SACYL (centro adscrito);Zamora;Castilla y León;11,505;10,53;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Salamanca;Escuela Universitaria de Enfermería de Ávila (centro adscrito);Avila;Castilla y León;11,333;10,5;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de León;Facultad de Ciencias de la Salud. Extensión Ponferrada;León;Castilla y León;11,262;11,44;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Burgos;Facultad de Ciencias de la Salud;Burgos;Castilla y León;11,2;11,04;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Valladolid;Escuela Universitaria de Enfermería Dr. Dacio Crespo (centro adscrito);Palencia;Castilla y León;11,036;11,0;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Valladolid;Facultad de Ciencias de la Salud de Soria;Soria;Castilla y León;11,029;11,02;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enfermería;Universidad de Valladolid;Facultad de Enfermería de Valladolid;Segovia;Castilla y León;10,887;10,824;12,71;Universidad de Sevilla;7,542;Universidad Autónoma de Barcelona
Enología;Universidad de Valladolid;Escuela Técnica Superior de Ingenierías Agrarias;Palencia;Castilla y León;5,0;5,0;5,0;Varios;;Varios
Enología / Ingeniería de las Industrias Agrarias y Alimentarias;Universidad de Valladolid;Escuela Técnica Superior de Ingenierías Agrarias;Palencia;Castilla y León;5,0;5,0;5,0;Universidad de Valladolid;;Universidad de Valladolid
Español: Lengua y Literatura;Universidad de Valladolid;Facultad de Filosofía y Letras;Valladolid;Castilla y León;5,0;5,0;9,756;Universidad de Alicante;;Varios
Español: Lengua y Literatura;Universidad de Burgos;Facultad de Humanidades y Comunicación;Burgos;Castilla y León;5,0;5,0;9,756;Universidad de Alicante;;Varios
Estadística;Universidad de Valladolid;Facultad de Ciencias;Valladolid;Castilla y León;9,75;7,98;11,736;Universidad de Sevilla;;Universidad de Extremadura
Estadística;Universidad de Salamanca;Facultad de Ciencias;Salamanca;Castilla y León;8,853;5,0;11,736;Universidad de Sevilla;;Universidad de Extremadura
Estadística / Ingeniería Informática;Universidad de Salamanca;Facultad de Ciencias;Salamanca;Castilla y León;11,698;12,42;11,698;Universidad de Salamanca;11,698;Universidad de Salamanca
Estudios Alemanes;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;5,0;Universidad de Salamanca;;Universidad de Salamanca
Estudios Clásicos;Universidad de Valladolid;Facultad de Filosofía y Letras;Valladolid;Castilla y León;5,0;5,0;5,0;Varios;;Varios
Estudios Franceses;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;8,429;Universidad de Murcia;;Varios
Estudios Globales;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;9,694;5,0;11,358;Universidad Pompeu Fabra;;Universidad de Vic - Universidad Central de Cataluña
Estudios Hebreos y Arameos;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;5,0;Universidad de Salamanca;;Universidad de Salamanca
Estudios Ingleses;Universidad de Valladolid;Facultad de Filosofía y Letras;Valladolid;Castilla y León;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Ingleses;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;10,076;Universitat de València (Estudi General);;Varios
Estudios Italianos;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;5,0;Universidad de Salamanca;;Universidad de Salamanca
Estudios Portugueses y Brasileños;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;5,0;Universidad de Salamanca;;Universidad de Salamanca
Estudios de Asia Oriental (chino);Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;8,63;5,917;Universidad Autónoma de Barcelona;;Universidad de Salamanca
Estudios de Asia Oriental (coreano);Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;10,148;8,63;10,148;Universidad de Salamanca;10,148;Universidad de Salamanca
Estudios de Asia Oriental (japonés);Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;9,243;8,63;9,243;Universidad de Salamanca;6,647;Universidad Autónoma de Barcelona
Estudios Árabes e Islámicos;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;5,0;Varios;;Varios
Farmacia;Universidad de Salamanca;Facultad de Farmacia;Salamanca;Castilla y León;11,395;9,59;12,0;Universidad Rey Juan Carlos;9,88;Universidad de las Illes Balears
Farmacia / Gestión de Pequeñas y Medianas Empresas (PYMES);Universidad de Salamanca;Facultad de Farmacia;Salamanca;Castilla y León;11,391;9,17;11,391;Universidad de Salamanca;11,391;Universidad de Salamanca
Filología Clásica;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;11,163;Universitat de València (Estudi General);;Varios
Filología Hispánica;Universidad de Salamanca;Facultad de Filología;Salamanca;Castilla y León;5,0;5,0;7,758;Universidad de Granada;;Varios
Filología Moderna: Inglés;Universidad de León;Facultad de Filosofía y Letras;León;Castilla y León;5,0;5,0;5,0;Universidad de León;;Universidad de León
Filosofía;Universidad de Salamanca;Facultad de Filosofía;Salamanca;Castilla y León;7,253;5,0;9,012;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Filosofía;Universidad de Valladolid;Facultad de Filosofía y Letras;Valladolid;Castilla y León;5,0;5,0;9,012;Universidad del País Vasco/Euskal Herriko Unibertsitatea;;Varios
Filosofía / Ciencias Políticas y de la Administración;Universidad de Salamanca;Facultad de Derecho;Salamanca;Castilla y León;8,786;;8,786;Universidad de Salamanca;8,786;Universidad de Salamanca
Finanzas;Universidad de León;Facultad de Ciencias Económicas y Empresariales;León;Castilla y León;5,183;5,0;8,6;Universidad de Alcalá;5,183;Universidad de León
Finanzas y Contabilidad;Universidad de Burgos;Facultad de Ciencias Económicas y Empresariales;Burgos;Castilla y León;5,0;5,0;11,469;Universidad Carlos III de Madrid;;Varios
Finanzas, Banca y Seguros;Universidad de Valladolid;Facultad de Ciencias Económicas y Empresariales;Valladolid;Castilla y León;5,0;5,0;9,828;Universidad Complutense de Madrid;;Universidad de Valladolid
Fisioterapia;Universidad de Salamanca;Facultad de Enfermería y Fisioterapia;Salamanca;Castilla y León;12,028;11,48;12,678;Universidad de Sevilla;;Varios
